age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
-1.0446716332439938,admin.,single,secondary,no,-0.7363231360342555,no,no,cellular,-1.4119426269071211,sep,0.6049808392981955,-1,0.0,unknown,yes
0.5733728583811022,admin.,divorced,secondary,no,1.9176300295007411,no,no,cellular,1.4668386621977114,jul,2.0993989789392837,-1,0.0,unknown,yes
-1.2469271946971308,technician,single,tertiary,no,1.2311794839525272,yes,no,cellular,1.1069910010596073,jul,-0.14222823052234856,-1,0.0,unknown,yes
2.292545130732767,admin.,married,secondary,no,-0.7363231360342555,yes,no,cellular,1.8266863233358155,aug,2.0993989789392837,-1,0.0,unknown,yes
-1.5503105368768364,unemployed,single,tertiary,no,-0.3217940213810206,no,no,cellular,-1.7717902880452252,jun,-0.8894373003428926,-1,0.0,unknown,yes
1.7869062270999243,retired,married,primary,no,0.7634746228131629,no,no,cellular,0.26734645840403126,aug,-0.14222823052234856,-1,0.0,unknown,yes
-0.6401605103377198,services,single,secondary,no,-0.7339060566485224,yes,no,cellular,-0.0925012027340728,may,-0.14222823052234856,-1,0.0,unknown,yes
-1.1457994139705623,blue-collar,married,secondary,no,-0.6106350079761318,yes,no,cellular,0.26734645840403126,may,1.3521899091187395,-1,0.0,unknown,yes
-1.1457994139705623,admin.,single,secondary,no,0.5048471285397161,yes,no,cellular,-1.651841067665857,feb,-0.8894373003428926,-1,0.0,unknown,yes
-0.3367771681580143,blue-collar,married,unknown,no,1.0861547208085383,no,yes,unknown,-1.172044186148385,jun,-0.14222823052234856,-1,0.0,unknown,yes
0.9778839812873762,housemaid,married,secondary,no,-0.26740973520202477,no,no,cellular,-0.5722980842515449,mar,-0.14222823052234856,-1,0.0,unknown,yes
-0.6401605103377198,housemaid,married,primary,no,2.80348962437194,no,no,cellular,-0.2124504231134408,aug,-0.14222823052234856,-1,0.0,unknown,yes
-1.9548216597831103,blue-collar,single,secondary,no,2.001019268308535,no,no,cellular,0.14739723802466326,feb,-0.14222823052234856,-1,0.0,unknown,yes
0.2699895162013967,unemployed,divorced,secondary,no,1.5043094545403728,no,no,cellular,1.7067371029564475,apr,-0.8894373003428926,-1,0.0,unknown,yes
0.06773395474825972,blue-collar,married,secondary,no,-0.490989578382341,no,no,cellular,-1.651841067665857,jul,-0.14222823052234856,-1,0.0,unknown,yes
1.6857784463733558,management,married,tertiary,no,0.7465550671130309,no,no,cellular,-1.291993406527753,jun,-0.8894373003428926,-1,0.0,unknown,yes
-0.8424160717908568,management,married,tertiary,no,3.357000803704831,yes,no,cellular,-0.0925012027340728,may,2.0993989789392837,-1,0.0,unknown,yes
-1.1457994139705623,management,single,tertiary,no,-0.768953707741653,no,no,cellular,-0.3323996434928088,may,-0.8894373003428926,-1,0.0,unknown,yes
-1.3480549754236992,admin.,married,tertiary,no,-0.6480997384549956,no,no,cellular,-0.6922473046309129,feb,-0.8894373003428926,-1,0.0,unknown,yes
0.7756284198342392,entrepreneur,single,secondary,no,-0.35563313278128467,no,no,unknown,-0.5722980842515449,feb,-0.8894373003428926,-1,0.0,unknown,yes
0.2699895162013967,technician,married,secondary,no,-1.6475620644556523,yes,yes,cellular,-0.812196525010281,jul,0.6049808392981955,-1,0.0,unknown,yes
0.5733728583811022,self-employed,divorced,tertiary,no,-0.7109438024840574,no,no,cellular,1.7067371029564475,jul,-0.14222823052234856,-1,0.0,unknown,yes
-0.3367771681580143,unknown,single,tertiary,no,-0.7363231360342555,no,no,cellular,-1.531891847286489,mar,-0.8894373003428926,-1,0.0,unknown,yes
-0.03339382597830878,self-employed,married,secondary,no,-0.7363231360342555,yes,no,cellular,-0.5722980842515449,may,-0.8894373003428926,-1,0.0,unknown,yes
1.9891617885530612,self-employed,married,primary,no,-0.2988317672165557,no,yes,cellular,1.5867878825770796,jul,2.8466080487598275,-1,0.0,unknown,yes
-1.2469271946971308,blue-collar,single,secondary,no,0.040767886478951645,no,no,cellular,-1.531891847286489,jul,-0.14222823052234856,-1,0.0,unknown,yes
-0.03339382597830878,technician,single,tertiary,no,-0.21544252840876207,no,no,cellular,-1.052094965769017,jul,-0.14222823052234856,-1,0.0,unknown,yes
-1.449182756150268,unemployed,single,secondary,no,0.027473949857419327,no,no,cellular,-0.4523488638721769,feb,-0.8894373003428926,-1,0.0,unknown,yes
-0.8424160717908568,admin.,married,tertiary,no,-0.39309786326014845,yes,no,cellular,1.5867878825770796,apr,0.6049808392981955,-1,0.0,unknown,yes
-0.13452160670487728,admin.,divorced,secondary,no,0.3247747143025966,yes,no,cellular,-0.0925012027340728,may,2.0993989789392837,-1,0.0,unknown,yes
2.191417350006198,retired,married,secondary,no,-0.3761783075600164,no,no,cellular,0.14739723802466326,nov,-0.14222823052234856,-1,0.0,unknown,yes
-0.6401605103377198,technician,single,tertiary,no,2.6935125123210817,yes,no,cellular,-0.3323996434928088,may,0.6049808392981955,-1,0.0,unknown,yes
0.6745006391076708,management,single,tertiary,no,-0.07041776526477317,no,no,cellular,1.5867878825770796,oct,-0.8894373003428926,-1,0.0,unknown,yes
-0.8424160717908568,admin.,married,secondary,no,0.09031801388648118,yes,no,cellular,-0.2124504231134408,may,0.6049808392981955,-1,0.0,unknown,yes
1.6857784463733558,services,single,secondary,no,-0.7363231360342555,no,no,cellular,-1.172044186148385,aug,-0.8894373003428926,-1,0.0,unknown,yes
-0.7412882910642883,management,divorced,tertiary,no,1.9708057759868705,no,no,cellular,-1.531891847286489,jun,-0.8894373003428926,-1,0.0,unknown,yes
-0.6401605103377198,blue-collar,single,secondary,no,0.29697830136666536,yes,no,cellular,0.02744801764529523,jul,-0.8894373003428926,-1,0.0,unknown,yes
2.292545130732767,blue-collar,married,secondary,no,0.038350807093218496,no,no,cellular,1.3468894418183435,may,-0.14222823052234856,-1,0.0,unknown,yes
0.37111729692796525,admin.,married,tertiary,no,-0.3157513229166877,yes,yes,cellular,0.02744801764529523,feb,-0.14222823052234856,-1,0.0,unknown,yes
0.2699895162013967,technician,married,secondary,no,3.23735537411104,yes,no,cellular,0.6271941195421353,nov,0.6049808392981955,-1,0.0,unknown,yes
-1.1457994139705623,technician,single,tertiary,no,0.006928775078687568,yes,no,cellular,0.26734645840403126,may,-0.8894373003428926,-1,0.0,unknown,yes
-1.449182756150268,self-employed,single,secondary,no,-0.07041776526477317,no,no,cellular,-0.932145745389649,jul,-0.8894373003428926,-1,0.0,unknown,yes
1.5846506656467874,blue-collar,married,secondary,no,-0.43539675251047855,yes,no,unknown,1.5867878825770796,may,-0.14222823052234856,-1,0.0,unknown,yes
0.8767562005608077,management,married,primary,no,3.3376641686189656,no,no,cellular,-0.5722980842515449,nov,-0.14222823052234856,-1,0.0,unknown,yes
0.9778839812873762,management,married,tertiary,no,0.397287095874591,no,no,cellular,1.7067371029564475,apr,-0.8894373003428926,-1,0.0,unknown,yes
0.9778839812873762,unemployed,divorced,unknown,no,0.5785680498045771,no,no,cellular,-1.651841067665857,feb,-0.8894373003428926,-1,0.0,unknown,yes
-0.8424160717908568,management,divorced,tertiary,no,0.31994055553113027,no,no,cellular,-0.4523488638721769,aug,2.8466080487598275,-1,0.0,unknown,yes
0.6745006391076708,housemaid,married,secondary,no,2.3140310487609774,no,no,cellular,-0.4523488638721769,oct,-0.8894373003428926,-1,0.0,unknown,yes
-2.055949440509679,student,single,secondary,no,-0.5514165630256697,no,no,unknown,0.6271941195421353,jun,-0.8894373003428926,-1,0.0,unknown,yes
-0.4379049488845828,blue-collar,married,secondary,no,1.4052091997253138,no,no,unknown,-1.291993406527753,jun,-0.8894373003428926,-1,0.0,unknown,yes
-0.9435438525174253,management,single,tertiary,no,0.26072211058066813,yes,no,unknown,0.6271941195421353,may,-0.14222823052234856,-1,0.0,unknown,yes
-0.23564938743144578,management,single,tertiary,no,-0.6106350079761318,yes,no,cellular,-1.172044186148385,may,0.6049808392981955,-1,0.0,unknown,yes
0.6745006391076708,services,married,secondary,no,0.8529065600852894,no,no,cellular,0.5072448991627673,nov,1.3521899091187395,-1,0.0,unknown,yes
-0.7412882910642883,management,single,tertiary,no,0.8396126234637571,yes,no,cellular,0.26734645840403126,may,-0.14222823052234856,-1,0.0,unknown,yes
-0.6401605103377198,management,single,tertiary,no,2.4457618752834343,yes,no,cellular,0.6271941195421353,nov,2.8466080487598275,-1,0.0,unknown,yes
1.9891617885530612,management,married,tertiary,no,-0.6480997384549956,no,no,telephone,-0.932145745389649,aug,-0.14222823052234856,-1,0.0,unknown,yes
0.7756284198342392,entrepreneur,married,tertiary,yes,-1.2100706956379526,no,no,cellular,1.8266863233358155,jul,1.3521899091187395,-1,0.0,unknown,yes
-1.1457994139705623,blue-collar,married,secondary,no,2.7321857824928117,yes,no,cellular,0.02744801764529523,jul,-0.8894373003428926,-1,0.0,unknown,yes
-1.0446716332439938,technician,single,secondary,no,0.24984525334486896,yes,no,unknown,-0.2124504231134408,nov,-0.8894373003428926,-1,0.0,unknown,yes
-1.8536938790565418,technician,single,secondary,no,-0.39430640295301506,yes,no,cellular,0.7471433399215034,mar,-0.14222823052234856,-1,0.0,unknown,yes
-0.3367771681580143,blue-collar,married,secondary,no,-0.5852556744259337,no,no,unknown,1.2269402214389755,may,-0.14222823052234856,-1,0.0,unknown,yes
-0.4379049488845828,technician,married,secondary,no,2.252395524424782,no,no,cellular,1.4668386621977114,aug,1.3521899091187395,-1,0.0,unknown,yes
-1.1457994139705623,management,single,tertiary,no,0.927836021043017,no,no,cellular,-0.932145745389649,apr,-0.14222823052234856,-1,0.0,unknown,yes
0.9778839812873762,technician,married,secondary,no,-0.54779094394707,no,yes,cellular,-0.2124504231134408,jul,0.6049808392981955,-1,0.0,unknown,yes
-1.3480549754236992,unemployed,single,primary,no,-0.7254462787984564,no,yes,cellular,-0.812196525010281,jul,-0.14222823052234856,-1,0.0,unknown,yes
1.0790117620139448,admin.,single,secondary,no,0.3453198890813283,no,no,cellular,0.8670925603008713,jul,-0.14222823052234856,-1,0.0,unknown,yes
1.3823951041936502,technician,married,unknown,no,-0.4462736097462777,yes,no,cellular,1.5867878825770796,oct,-0.8894373003428926,-1,0.0,unknown,yes
-1.0446716332439938,admin.,single,secondary,no,-0.6529338972264619,yes,no,cellular,0.14739723802466326,apr,-0.8894373003428926,-1,0.0,unknown,yes
-0.13452160670487728,technician,married,secondary,no,-0.0075737012357113215,no,yes,cellular,-0.0925012027340728,apr,-0.8894373003428926,-1,0.0,unknown,yes
1.0790117620139448,technician,married,secondary,no,-0.2879549099807565,yes,yes,cellular,0.6271941195421353,oct,-0.8894373003428926,-1,0.0,unknown,yes
-0.4379049488845828,management,married,tertiary,no,0.3827846195601921,no,no,cellular,-0.2124504231134408,apr,-0.8894373003428926,-1,0.0,unknown,yes
2.7981840343656095,retired,married,secondary,no,2.2475613656533158,yes,no,telephone,-0.0925012027340728,jul,-0.14222823052234856,-1,0.0,unknown,yes
1.1801395427405132,technician,married,tertiary,no,0.3223576349168634,no,no,cellular,-1.4119426269071211,may,0.6049808392981955,-1,0.0,unknown,yes
-0.6401605103377198,management,married,tertiary,no,-0.6480997384549956,no,no,cellular,-1.4119426269071211,feb,-0.14222823052234856,-1,0.0,unknown,yes
-0.3367771681580143,self-employed,single,tertiary,no,0.6994220190912345,no,no,cellular,0.9870417806802394,jun,-0.8894373003428926,-1,0.0,unknown,yes
1.7869062270999243,unemployed,married,secondary,no,1.2275538648739275,no,no,cellular,-1.291993406527753,feb,-0.14222823052234856,-1,0.0,unknown,yes
-0.13452160670487728,blue-collar,single,primary,no,-0.7363231360342555,yes,yes,cellular,-0.3323996434928088,may,2.0993989789392837,-1,0.0,unknown,yes
-0.9435438525174253,technician,married,tertiary,no,3.2977823587543686,yes,no,cellular,0.6271941195421353,dec,-0.14222823052234856,-1,0.0,unknown,yes
-1.7525660983299733,student,single,unknown,no,2.321282286918177,no,no,cellular,-0.4523488638721769,may,-0.8894373003428926,-1,0.0,unknown,yes
-0.6401605103377198,management,married,tertiary,no,-0.20094005209436316,no,no,cellular,0.26734645840403126,jun,0.6049808392981955,-1,0.0,unknown,yes
-0.03339382597830878,blue-collar,married,secondary,no,1.0946144986586042,yes,no,cellular,-0.6922473046309129,aug,-0.8894373003428926,-1,0.0,unknown,yes
1.1801395427405132,blue-collar,married,primary,no,1.1054913558944035,no,no,cellular,-1.531891847286489,jul,2.8466080487598275,-1,0.0,unknown,yes
-0.8424160717908568,unemployed,single,secondary,no,0.5036385888468495,yes,no,cellular,-0.3323996434928088,may,-0.8894373003428926,-1,0.0,unknown,yes
-1.1457994139705623,services,single,secondary,no,-0.6976498658625251,yes,no,unknown,-1.4119426269071211,jun,-0.8894373003428926,-1,0.0,unknown,yes
-0.8424160717908568,services,single,unknown,no,2.1375842536024576,no,no,cellular,0.14739723802466326,nov,-0.14222823052234856,-1,0.0,unknown,yes
-1.0446716332439938,management,single,tertiary,no,-0.255324338273359,no,no,cellular,0.9870417806802394,apr,-0.14222823052234856,-1,0.0,unknown,yes
-0.8424160717908568,self-employed,divorced,tertiary,no,3.216810199332308,no,no,cellular,-1.4119426269071211,may,0.6049808392981955,-1,0.0,unknown,yes
-1.2469271946971308,self-employed,single,tertiary,no,3.239772453496773,no,no,cellular,-1.291993406527753,jun,-0.14222823052234856,-1,0.0,unknown,yes
-0.5390327296111513,management,single,tertiary,no,-0.33629649769541947,no,no,cellular,-0.2124504231134408,aug,-0.14222823052234856,-1,0.0,unknown,yes
-0.5390327296111513,blue-collar,single,secondary,no,0.3332344921526626,yes,no,cellular,-0.0925012027340728,jul,2.8466080487598275,-1,0.0,unknown,yes
-0.3367771681580143,services,married,secondary,no,1.1284536100588682,yes,no,cellular,0.02744801764529523,feb,-0.14222823052234856,-1,0.0,unknown,yes
-0.7412882910642883,services,single,tertiary,no,-1.282583077209947,no,no,cellular,1.5867878825770796,jan,-0.14222823052234856,-1,0.0,unknown,yes
2.393672911459335,entrepreneur,married,tertiary,no,2.080782888037729,no,no,telephone,-0.812196525010281,nov,-0.8894373003428926,-1,0.0,unknown,yes
-0.23564938743144578,management,single,tertiary,no,0.011762933850153864,yes,no,unknown,-1.172044186148385,jun,1.3521899091187395,-1,0.0,unknown,yes
1.3823951041936502,management,divorced,secondary,no,-0.37376122817428326,yes,no,cellular,0.5072448991627673,nov,-0.14222823052234856,-1,0.0,unknown,yes
-1.5503105368768364,services,single,secondary,no,-0.12601059113663557,no,no,cellular,-0.0925012027340728,jun,-0.8894373003428926,-1,0.0,unknown,yes
-1.5503105368768364,blue-collar,single,secondary,no,-0.507909134082473,no,yes,cellular,-0.932145745389649,jul,-0.14222823052234856,-1,0.0,unknown,yes
-1.7525660983299733,unemployed,single,primary,no,0.4758421759109183,no,no,telephone,1.3468894418183435,nov,-0.8894373003428926,-1,0.0,unknown,yes
2.09028956927963,retired,married,primary,no,-0.6686449132337273,no,no,cellular,-1.052094965769017,sep,0.6049808392981955,-1,0.0,unknown,yes
1.4835228849202187,technician,married,secondary,no,-0.41726865711747996,yes,yes,cellular,1.8266863233358155,jul,2.0993989789392837,-1,0.0,unknown,yes
2.393672911459335,retired,married,secondary,no,1.165918340537732,no,no,telephone,1.5867878825770796,jul,0.6049808392981955,-1,0.0,unknown,yes
-1.449182756150268,admin.,married,secondary,no,0.1217400459010121,yes,yes,unknown,-1.172044186148385,jun,-0.14222823052234856,-1,0.0,unknown,yes
-1.6514383176034049,management,married,unknown,no,-0.1948973536300303,no,no,cellular,-0.2124504231134408,apr,-0.8894373003428926,-1,0.0,unknown,yes
1.9891617885530612,technician,married,primary,no,-0.6577680559979282,yes,no,unknown,-0.812196525010281,may,-0.14222823052234856,-1,0.0,unknown,yes
1.6857784463733558,retired,married,secondary,no,1.4885984385331075,no,no,telephone,-1.291993406527753,jun,-0.8894373003428926,-1,0.0,unknown,yes
-2.258205001962816,student,single,unknown,no,-0.3157513229166877,no,no,cellular,-1.291993406527753,may,1.3521899091187395,-1,0.0,unknown,yes
-1.0446716332439938,management,single,tertiary,no,-0.0921714797363715,no,no,cellular,-1.4119426269071211,may,1.3521899091187395,-1,0.0,unknown,yes
1.8880340078264928,admin.,married,secondary,no,-0.7363231360342555,yes,no,cellular,-0.6922473046309129,jul,-0.8894373003428926,-1,0.0,unknown,yes
-0.8424160717908568,management,married,tertiary,no,-0.002739542464245025,yes,no,unknown,0.26734645840403126,jun,2.0993989789392837,-1,0.0,unknown,yes
0.16886173547482822,technician,single,tertiary,no,2.4360935577405014,no,no,cellular,1.5867878825770796,jul,-0.14222823052234856,-1,0.0,unknown,yes
-1.2469271946971308,blue-collar,single,secondary,no,-0.11150811482223669,no,yes,cellular,-0.932145745389649,jul,-0.8894373003428926,-1,0.0,unknown,yes
2.292545130732767,technician,married,secondary,no,0.3465284287741949,yes,no,cellular,-0.2124504231134408,aug,-0.14222823052234856,-1,0.0,unknown,yes
-0.4379049488845828,technician,single,secondary,no,-0.6178862461333312,no,no,cellular,1.7067371029564475,jan,-0.8894373003428926,-1,0.0,unknown,yes
-0.6401605103377198,management,single,tertiary,no,1.872914060864678,no,no,unknown,0.26734645840403126,feb,-0.8894373003428926,-1,0.0,unknown,yes
-0.03339382597830878,entrepreneur,divorced,secondary,no,2.8868788631797333,yes,no,cellular,0.26734645840403126,jul,0.6049808392981955,-1,0.0,unknown,yes
0.06773395474825972,blue-collar,married,secondary,no,0.7574319243488301,yes,no,cellular,-0.5722980842515449,may,0.6049808392981955,-1,0.0,unknown,yes
-0.4379049488845828,technician,married,secondary,no,-0.2915805290593562,yes,yes,unknown,-1.172044186148385,may,-0.14222823052234856,-1,0.0,unknown,yes
-0.6401605103377198,management,single,tertiary,no,-0.0414128126359754,no,no,cellular,-0.812196525010281,mar,-0.8894373003428926,-1,0.0,unknown,yes
1.0790117620139448,retired,married,primary,no,-0.655350976612195,no,no,unknown,0.26734645840403126,jun,-0.8894373003428926,-1,0.0,unknown,yes
0.8767562005608077,blue-collar,single,primary,no,-0.052289669871774566,yes,no,cellular,1.1069910010596073,jul,-0.14222823052234856,-1,0.0,unknown,yes
-0.23564938743144578,management,married,tertiary,no,-0.5199945310111387,no,no,unknown,-0.932145745389649,aug,1.3521899091187395,-1,0.0,unknown,yes
0.8767562005608077,technician,divorced,unknown,no,-0.2686182748948913,no,no,cellular,1.4668386621977114,jan,-0.8894373003428926,-1,0.0,unknown,yes
1.0790117620139448,unemployed,married,secondary,no,-0.4535248479034772,no,no,cellular,0.7471433399215034,aug,-0.8894373003428926,-1,0.0,unknown,yes
-0.6401605103377198,admin.,married,tertiary,no,-0.564710499647202,yes,no,cellular,-0.3323996434928088,may,-0.8894373003428926,-1,0.0,unknown,yes
-1.8536938790565418,student,single,secondary,no,-0.5622934202614688,no,no,cellular,0.6271941195421353,aug,-0.8894373003428926,-1,0.0,unknown,yes
2.494800692185904,management,married,secondary,no,-0.02691033632157651,no,no,cellular,-0.0925012027340728,apr,-0.14222823052234856,-1,0.0,unknown,yes
0.5733728583811022,management,divorced,tertiary,no,0.8311528456136911,no,no,cellular,-0.5722980842515449,aug,0.6049808392981955,-1,0.0,unknown,yes
-1.0446716332439938,services,married,secondary,no,-0.7363231360342555,yes,no,cellular,0.6271941195421353,nov,1.3521899091187395,-1,0.0,unknown,yes
-1.6514383176034049,student,single,secondary,no,-0.5683361187258017,no,no,cellular,-0.812196525010281,sep,1.3521899091187395,-1,0.0,unknown,yes
-0.6401605103377198,technician,single,secondary,no,2.561781685798625,yes,no,cellular,0.26734645840403126,nov,-0.8894373003428926,-1,0.0,unknown,yes
1.1801395427405132,technician,married,secondary,no,-0.7363231360342555,no,no,cellular,-1.651841067665857,jun,0.6049808392981955,-1,0.0,unknown,yes
-0.23564938743144578,services,single,secondary,no,-0.6263460239833972,no,no,cellular,-1.651841067665857,mar,-0.8894373003428926,-1,0.0,unknown,yes
1.7869062270999243,services,married,primary,no,2.8240347991506716,yes,no,cellular,-0.2124504231134408,may,-0.8894373003428926,-1,0.0,unknown,yes
-0.13452160670487728,management,married,tertiary,no,0.9858459263006126,yes,no,cellular,-0.4523488638721769,may,0.6049808392981955,-1,0.0,unknown,yes
-1.2469271946971308,technician,single,secondary,no,0.910916465342885,no,no,cellular,1.3468894418183435,feb,-0.8894373003428926,-1,0.0,unknown,yes
0.7756284198342392,unemployed,divorced,secondary,no,-0.49340665776807413,no,no,cellular,-0.5722980842515449,aug,-0.8894373003428926,-1,0.0,unknown,yes
1.7869062270999243,unemployed,married,primary,no,0.6933793206269017,no,no,cellular,1.8266863233358155,jul,2.0993989789392837,-1,0.0,unknown,yes
-0.7412882910642883,services,married,secondary,no,1.3145687227603207,no,no,cellular,-1.531891847286489,nov,-0.8894373003428926,-1,0.0,unknown,yes
-0.9435438525174253,student,single,tertiary,no,-0.6589765956907948,no,no,cellular,-1.651841067665857,jun,-0.14222823052234856,-1,0.0,unknown,yes
-1.1457994139705623,unemployed,single,unknown,no,1.1780037374663979,no,no,cellular,-1.172044186148385,sep,-0.8894373003428926,-1,0.0,unknown,yes
-0.4379049488845828,management,divorced,tertiary,no,-0.638431420912063,no,yes,cellular,0.7471433399215034,jul,-0.8894373003428926,-1,0.0,unknown,yes
-0.4379049488845828,student,single,unknown,no,-0.2323620841088941,no,no,cellular,-0.6922473046309129,feb,-0.8894373003428926,-1,0.0,unknown,yes
1.2812673234670817,technician,divorced,primary,no,1.007599640772211,yes,no,unknown,-0.2124504231134408,may,-0.8894373003428926,-1,0.0,unknown,yes
2.595928472912472,housemaid,married,primary,no,-0.6879815483195926,no,no,telephone,-0.2124504231134408,oct,-0.14222823052234856,-1,0.0,unknown,yes
-0.13452160670487728,management,married,tertiary,no,-0.7568683108129872,yes,yes,cellular,1.4668386621977114,aug,-0.8894373003428926,-1,0.0,unknown,yes
2.697056253639041,retired,divorced,primary,no,1.7133868214062902,no,no,cellular,-0.0925012027340728,mar,-0.14222823052234856,-1,0.0,unknown,yes
1.2812673234670817,entrepreneur,married,primary,no,-0.703692564326858,yes,no,telephone,-0.6922473046309129,sep,0.6049808392981955,-1,0.0,unknown,yes
0.6745006391076708,services,married,secondary,no,-0.2927890687522228,yes,no,cellular,-0.6922473046309129,jul,1.3521899091187395,-1,0.0,unknown,yes
-0.6401605103377198,admin.,married,secondary,no,0.9628836721361477,yes,no,cellular,1.3468894418183435,may,-0.8894373003428926,-1,0.0,unknown,yes
0.16886173547482822,technician,divorced,secondary,no,-0.47769564176080864,no,no,cellular,0.02744801764529523,apr,-0.8894373003428926,-1,0.0,unknown,yes
0.8767562005608077,management,divorced,tertiary,no,0.3682821432457932,no,no,cellular,-1.4119426269071211,aug,-0.8894373003428926,-1,0.0,unknown,yes
0.16886173547482822,technician,married,tertiary,no,0.37674192109585924,no,no,cellular,-1.291993406527753,aug,0.6049808392981955,-1,0.0,unknown,yes
-0.5390327296111513,blue-collar,divorced,primary,no,1.4293799935826452,yes,no,cellular,1.8266863233358155,jul,2.8466080487598275,-1,0.0,unknown,yes
-0.13452160670487728,blue-collar,married,unknown,no,0.6909622412411686,yes,no,cellular,1.7067371029564475,jul,-0.14222823052234856,-1,0.0,unknown,yes
-0.5390327296111513,blue-collar,married,primary,no,-0.6130520873618649,yes,no,unknown,0.5072448991627673,may,-0.8894373003428926,-1,0.0,unknown,yes
2.191417350006198,housemaid,married,unknown,no,1.7061355832490908,no,no,telephone,1.2269402214389755,feb,-0.8894373003428926,-1,0.0,unknown,yes
1.6857784463733558,management,married,tertiary,no,2.5037717805410296,no,no,cellular,-0.5722980842515449,mar,-0.14222823052234856,-1,0.0,unknown,yes
-0.7412882910642883,blue-collar,single,secondary,no,-0.1344703689867016,no,no,cellular,1.7067371029564475,apr,-0.8894373003428926,-1,0.0,unknown,yes
-1.8536938790565418,services,single,secondary,no,-0.32058548168815404,yes,no,cellular,0.26734645840403126,may,-0.8894373003428926,-1,0.0,unknown,yes
-0.3367771681580143,management,single,tertiary,no,3.0597000392596536,no,no,cellular,-1.4119426269071211,may,-0.14222823052234856,-1,0.0,unknown,yes
-1.1457994139705623,management,single,tertiary,no,2.3224908266110433,no,no,cellular,0.3872956787833993,aug,-0.8894373003428926,-1,0.0,unknown,yes
1.4835228849202187,blue-collar,married,unknown,no,0.33927719061699546,no,no,cellular,0.7471433399215034,aug,-0.14222823052234856,-1,0.0,unknown,yes
1.8880340078264928,management,married,tertiary,no,-0.06800068587904003,yes,no,cellular,-1.052094965769017,jul,0.6049808392981955,-1,0.0,unknown,yes
-0.13452160670487728,entrepreneur,married,tertiary,yes,-0.9441919632073063,yes,no,cellular,-0.0925012027340728,may,-0.14222823052234856,-1,0.0,unknown,yes
2.191417350006198,housemaid,married,secondary,no,-0.7339060566485224,no,no,cellular,-1.531891847286489,nov,-0.8894373003428926,-1,0.0,unknown,yes
0.2699895162013967,management,married,tertiary,no,0.7840197975918947,no,no,unknown,0.5072448991627673,oct,-0.8894373003428926,-1,0.0,unknown,yes
-0.3367771681580143,technician,single,secondary,no,-1.0287897417079663,yes,no,cellular,-0.3323996434928088,aug,2.8466080487598275,-1,0.0,unknown,yes
-1.2469271946971308,self-employed,single,tertiary,no,2.2886517152107793,no,no,cellular,1.1069910010596073,may,-0.8894373003428926,-1,0.0,unknown,yes
2.292545130732767,retired,single,tertiary,no,0.2196317610232046,no,no,cellular,0.6271941195421353,oct,-0.14222823052234856,-1,0.0,unknown,yes
-0.5390327296111513,admin.,divorced,secondary,no,-0.20819129025156263,yes,no,unknown,-1.4119426269071211,jun,-0.8894373003428926,-1,0.0,unknown,yes
